Ticker,Date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
 ACNB,2020-04-07 23:13:25.439964,-,7.47,3.36,2.80%,9.20M,-16.30%,231.01M,-,-,-1.33%,8.38M,-10.51%,23.70M,-,-,22.00%,0.33%,-31.02%,69.60M,3.32,8.70%,0.20%,1.03,-26.15%,26.78,0.94,-,1.40%,-,-33.40%,12.83,1.96,-,13.00%,20.05 - 39.57,-33.61%,1.00,13.28,14.40%,28.10%,-36.54%,0.27,3.98%,-,13.10%,-,25.24%,3.35,374,-,2.30%,84.60%,45.78,10.55% 13.99%,No,0.00,-4.40%,34.10%,0.96,27.76,Yes,0.00,Apr 28,29.20%,26.44K,25.11,-,-2.04%,-17.66%,-26.85%,"25,478",-9.55%
 ACOR,2020-04-07 23:13:42.555094,-,-,-5.75,1.60%,47.58M,-0.39%,44.20M,-,-1.88,-1.25%,47.28M,-10.67%,-273.00M,-,-0.35,-,29.49%,-61.93%,192.40M,0.23,9.30%,-0.35%,7.15,-69.24%,6.53,0.14,-20.50%,-26.60%,3.92,-92.74%,2.65,0.35,29.00%,-64.10%,0.70 - 13.20,-54.46%,-,-,16.45%,-48.20%,-92.96%,1.77,-,2.00,-13.70%,81.90%,32.70%,0.14,344,2.30,-27.00%,-,41.04,14.41% 15.77%,Yes,0.70,584.30%,-,0.51,0.93,Yes,0.70,May 14 AMC,-,1.95M,0.93,3.10,1.67%,-33.08%,-67.61%,"1,001,415",-0.11%
 ACRS,2020-04-07 23:14:01.857429,-,-,-2.75,3.40%,41.91M,7.69%,46.94M,-,-1.20,0.00%,37.33M,13.10%,-113.50M,-,-0.33,85.50%,13.87%,-39.46%,4.20M,11.18,-10.10%,6.06%,7.39,-3.45%,1.69,0.66,13.70%,-88.50%,4.50,-83.21%,1.79,0.63,-,-136.00%,0.70 - 7.15,-40.74%,-,-,-57.10%,-158.70%,-84.34%,0.83,-,3.70,-,4.10%,60.00%,0.12,77,3.70,-38.90%,-,52.90,10.43% 13.33%,Yes,0.00,22.60%,-,0.25,1.15,Yes,0.00,Feb 25 AMC,-,700.11K,1.12,1.60,11.52%,-5.01%,-27.22%,"174,127",-2.61%
 ACRX,2020-04-07 23:14:12.880397,-,-,-0.67,2.20%,82.67M,8.47%,105.82M,-,-0.27,1.87%,71.42M,-2.29%,-53.20M,-,-0.16,24.00%,15.88%,-38.16%,2.30M,46.01,16.70%,-,11.69,-40.47%,-0.52,-,46.00%,-50.10%,5.80,-62.57%,0.80,1.60,-,221.80%,0.70 - 4.00,-39.34%,-,-,2.60%,340.90%,-68.00%,1.66,-,5.00,-15.20%,-,82.49%,0.17,99,5.30,-16.70%,-,53.37,12.65% 17.07%,Yes,-,-2.10%,-,1.40,1.29,Yes,-,Mar 16 BMO,-,970.64K,1.28,1.80,20.05%,-6.10%,-36.10%,"1,359,344",-0.78%
 ACST,2020-04-07 23:14:27.755166,-,-,-1.22,9.30%,90.21M,-6.01%,32.18M,-,-0.35,0.00%,81.84M,-4.88%,-,-,-0.16,6.05%,0.73%,-84.69%,-,-,30.30%,-,0.17,-81.71%,-0.30,-,34.00%,-,2.52,-63.26%,-,-,-,-,0.25 - 3.08,-85.44%,-,-,-,-,-88.42%,-,-,-,-,-,42.68%,0.05,28,-,-,-,41.50,13.33% 15.98%,No,-,-,-,0.17,0.35,Yes,-,May 15 BMO,-,3.53M,0.36,2.00,5.32%,-26.70%,-76.90%,"598,586",0.48%
 ACT,2020-04-07 23:14:42.774636,-,-,-,-,-,1.98%,-,-,-,-,-,-7.82%,-,-,-,-,-,-22.86%,-,-,-,-,-,-17.65%,-,-,-,-,-,-23.35%,-,-,-,-,16.16 - 25.94,-22.66%,0.51,-,-,-,-25.26%,-,2.63%,-,-,-,19.98%,0.80,-,-,-,-,48.36,1.88% 2.97%,No,-,-,-,0.64,19.21,Yes,-,-,-,4.06K,19.39,-,5.58%,-12.01%,-18.89%,"2,599",0.92%
 ACTG,2020-04-07 23:14:56.137736,-,-,-0.35,0.30%,49.74M,6.31%,117.39M,-,-,-2.85%,47.80M,9.26%,-17.40M,-,-,63.10%,1.46%,-12.92%,11.20M,10.48,83.30%,0.05%,3.64,-7.09%,3.47,0.68,-,-8.40%,6.50,-28.27%,3.39,0.70,20.00%,-9.80%,1.75 - 3.50,-11.28%,-,-,23.90%,-14.60%,-32.57%,0.38,-,14.70,-38.80%,56.00%,34.86%,0.17,17,14.70,-98.60%,-,52.97,6.53% 9.44%,Yes,0.00,102.90%,-,1.38,2.45,Yes,0.00,Mar 18 BMO,-,192.12K,2.36,-,4.94%,0.30%,-11.28%,"265,555",-3.67%
 ACTT,2020-04-07 23:15:12.181511,-,-,-0.02,-,37.66M,-0.20%,370.95M,-,-,-,22.50M,-2.48%,-0.10M,-,-,75.70%,0.06%,-2.48%,-,-,-,4.86%,0.03,0.50%,32.27,0.31,-,-0.10%,-,-,0.03,370.95,-,-0.10%,9.20 - 10.44,-2.67%,-,-,-,-,-5.65%,-,-,54.20,-,-,7.07%,0.18,4,-,-,-,47.17,0.78% 2.13%,No,0.00,-,-,0.00,9.85,Yes,0.00,-,-,396.58K,9.85,-,0.38%,-2.01%,-0.93%,"1,509",0.00%
 ACTTU,2020-04-07 23:15:23.264646,-,-,-,-,-,-10.45%,-,-,-,-,-,-7.51%,-,-,-,24.21%,-,-5.29%,-,-,-,-,-,-2.28%,0.56,17.72,-,-,-,-,-,-,-,-,9.85 - 11.15,-7.08%,-,-,-,-,-11.66%,-,-,-,-,-,0.00%,0.22,-,-,-,-,28.11,0.97% 0.98%,No,-,-,-,0.00,9.85,Yes,-,-,-,4.20K,9.85,-,-7.65%,-6.52%,-4.53%,0,0.00%
 ACWI,2020-04-07 23:15:53.628672,-,-,-,-,-,1.90%,-,-,-,-,-,-4.54%,-,-,-,-,-,-19.66%,-,-,-,-,-,-12.36%,-,-,-,-,-,-13.63%,-,-,-,-,53.31 - 81.75,-19.55%,1.54,-,-,-,-22.01%,-,2.42%,-,-,-,19.60%,3.32,-,-,-,-,48.79,3.02% 4.90%,Yes,-,-,-,0.79,63.69,Yes,-,-,-,4.97M,63.76,-,4.97%,-10.23%,-14.19%,"3,946,343",0.11%
 ACWX,2020-04-07 23:16:11.103672,-,-,-,-,-,1.22%,-,-,-,-,-,-5.90%,-,-,-,-,-,-22.38%,-,-,-,-,-,-16.00%,-,-,-,-,-,-19.60%,-,-,-,-,32.40 - 50.03,-22.41%,1.29,-,-,-,-23.83%,-,3.38%,-,-,-,17.62%,1.77,-,-,-,-,48.15,2.36% 3.83%,Yes,-,-,-,2.89,37.84,Yes,-,-,-,2.47M,38.11,-,4.76%,-10.99%,-17.09%,"7,154,259",0.71%
 ADAP,2020-04-07 23:16:26.185882,-,-,-1.31,0.20%,141.94M,4.04%,401.69M,-,-1.14,-,36.16M,-4.39%,-137.20M,-,-0.25,55.70%,1.30%,122.83%,1.10M,365.17,-33.20%,0.16%,0.24,157.27%,1.18,2.40,-16.50%,-61.00%,5.50,-43.06%,0.63,4.49,1.00%,-80.90%,0.71 - 6.00,135.83%,-,-,-46.40%,-113.30%,-52.83%,1.52,-,3.50,-30.30%,-,299.15%,0.34,400,3.50,-53.30%,-,46.36,12.98% 13.73%,Yes,0.00,19.30%,-,0.07,3.00,Yes,0.00,Feb 27 BMO,-,1.99M,2.83,2.40,2.33%,-16.96%,23.54%,"147,054",-5.67%
 ADBE,2020-04-07 23:16:48.843403,S&P 500,46.77,6.61,0.10%,498.78M,-2.93%,154.09B,27.60,11.19,-23.36%,479.77M,1.03%,3.24B,2.43,2.33,88.20%,1.22%,-7.34%,11.66B,13.21,7.80%,0.18%,1.54,11.57%,21.71,14.23,14.73%,15.80%,338.54,14.93%,8.36,36.94,19.25%,31.40%,255.13 - 386.74,-6.33%,-,35.75,62.70%,20.60%,-20.12%,0.95,-,1.20,21.90%,85.20%,21.09%,24.28,22634,1.20,18.80%,30.10%,47.35,5.42% 7.97%,Yes,0.39,43.40%,27.70%,1.43,319.13,Yes,0.39,Mar 12 AMC,0.00%,3.79M,308.93,1.90,0.15%,-8.83%,0.13%,"5,403,935",-3.20%
 ADES,2020-04-07 23:17:02.131475,-,2.99,1.94,2.90%,20.72M,-11.57%,120.38M,1.34,4.34,205.25%,17.78M,-25.03%,35.70M,0.06,0.62,71.70%,10.51%,-47.21%,70.10M,1.72,11.70%,0.01%,10.43,-55.98%,5.99,0.97,40.00%,19.40%,18.50,-51.82%,0.58,9.95,50.00%,33.10%,4.45 - 15.34,-44.67%,1.00,3.06,99.20%,-17.50%,-62.13%,0.93,17.21%,0.80,32.90%,29.50%,30.56%,0.87,133,1.20,50.90%,-21.40%,40.91,11.70% 15.06%,No,0.41,52.00%,50.60%,1.20,5.67,Yes,0.19,Mar 16 AMC,51.20%,179.21K,5.81,2.00,-5.61%,-35.17%,-49.34%,"215,859",2.47%
 ADI,2020-04-07 23:17:22.919190,S&P 500,29.76,3.23,0.10%,373.07M,7.36%,35.91B,18.37,5.24,-26.44%,367.01M,-1.29%,1.21B,4.28,1.05,90.20%,1.24%,-19.51%,5.75B,6.24,690.00%,-0.03%,1.42,-13.16%,31.74,3.03,19.06%,-,121.75,-13.86%,1.75,54.87,6.95%,-,79.07 - 127.30,-19.01%,2.48,-,13.00%,9.20%,-24.39%,1.31,2.58%,0.70,15.90%,66.40%,21.72%,7.11,16400,1.10,-15.40%,-,51.28,5.65% 8.55%,Yes,0.47,-42.30%,-,1.19,95.80,Yes,0.41,Feb 19 BMO,-,3.21M,96.25,2.00,6.22%,-7.88%,-13.54%,"3,806,477",0.47%
 ADIL,2020-04-07 23:17:41.328312,-,-,-0.90,11.40%,9.92M,-5.38%,12.20M,-,-,-8.52%,7.15M,-7.52%,-8.60M,-,-,5.90%,0.57%,-48.44%,-,-,64.30%,-,0.61,-19.08%,0.67,1.84,-,-86.10%,5.00,-58.72%,0.69,1.79,-,-91.20%,1.00 - 3.17,-48.96%,-,-,-,-,-61.20%,-,-,14.20,-,-,23.00%,0.20,3,14.20,-,-,44.06,14.95% 17.30%,No,0.00,-1.50%,-,0.45,1.24,Yes,0.00,-,-,66.68K,1.23,2.00,-1.33%,-17.26%,-27.32%,"29,704",-0.81%
 ADMA,2020-04-07 23:18:16.098218,-,-,-0.91,0.70%,72.36M,2.08%,212.74M,-,-0.23,-,63.44M,10.11%,-48.30M,-,-0.12,43.90%,10.97%,-21.81%,29.30M,7.26,38.90%,0.07%,2.79,-28.12%,0.44,6.68,50.00%,-39.70%,11.00,-42.80%,0.37,7.94,-,-161.90%,1.45 - 5.48,-26.50%,-,-,13.30%,-,-46.39%,2.34,-,2.30,37.80%,-34.60%,102.76%,0.44,313,6.10,192.70%,-,52.25,13.65% 21.48%,Yes,3.18,54.30%,-,0.90,3.18,Yes,3.18,Mar 12 AMC,-,2.50M,2.94,1.90,15.11%,-6.84%,-25.96%,"2,256,825",-7.55%
 ADMP,2020-04-07 23:18:30.263100,-,-,-0.57,1.80%,80.29M,0.14%,28.73M,21.05,0.02,-8.26%,72.91M,-23.87%,-29.30M,-,-0.06,14.40%,4.02%,-56.17%,22.10M,1.30,44.90%,100.66%,4.07,-46.63%,0.58,0.62,112.50%,-58.50%,1.00,-82.11%,0.11,3.26,-,-78.20%,0.27 - 2.32,-48.91%,-,-,9.10%,-76.90%,-84.60%,1.69,-,1.20,-,30.00%,32.52%,0.06,131,1.40,31.00%,-,40.61,19.52% 18.52%,Yes,0.06,66.00%,-,1.19,0.37,Yes,0.00,Apr 03 AMC,-,720.21K,0.36,3.00,-4.22%,-32.83%,-54.35%,"856,425",-3.30%
 ADMS,2020-04-07 23:18:45.947459,-,-,-3.80,1.40%,28.65M,-1.73%,81.37M,-,-1.49,-0.32%,27.22M,-15.22%,-105.20M,-,-0.79,79.10%,4.87%,-31.73%,54.60M,1.49,22.00%,-0.04%,3.11,-32.38%,-0.03,-,34.60%,-54.90%,12.69,-58.30%,4.63,0.61,39.30%,-335.30%,1.90 - 7.78,-25.07%,-,-,-52.90%,-72.70%,-63.50%,1.87,-,5.40,-0.40%,95.50%,49.47%,0.35,136,5.60,22.60%,-,42.91,9.78% 14.71%,Yes,-,21.60%,-,0.84,2.85,Yes,-,Feb 25 AMC,-,426.27K,2.84,2.20,7.41%,-30.57%,-44.60%,"358,479",-0.35%
 ADP,2020-04-07 23:18:58.076117,S&P 500,24.21,5.66,0.10%,441.76M,0.20%,60.50B,20.76,6.60,-31.58%,431.07M,-9.25%,2.46B,1.63,1.92,81.90%,1.60%,-18.54%,14.51B,4.17,12.30%,-0.05%,2.42,-13.80%,12.43,11.02,9.22%,5.60%,167.81,-14.65%,3.41,40.13,14.85%,46.10%,103.11 - 182.32,-19.67%,3.64,45.46,15.30%,31.20%,-24.88%,0.91,2.66%,1.00,6.70%,43.00%,32.83%,10.64,58000,1.00,5.10%,22.00%,48.62,5.00% 8.11%,Yes,0.37,18.10%,17.00%,1.00,139.65,Yes,0.19,Apr 29 BMO,55.50%,2.85M,136.96,2.70,5.31%,-11.65%,-16.18%,"2,859,943",-1.93%
 ADPT,2020-04-07 23:19:14.874998,-,-,-0.57,4.40%,138.15M,-10.19%,3.45B,-,-1.03,-64.23%,119.08M,1.42%,-69.60M,-,-0.21,68.90%,2.78%,-15.82%,85.10M,40.50,-42.00%,0.06%,2.46,-23.93%,4.56,5.47,-17.00%,-9.10%,44.75,-,4.18,5.97,4.30%,-46.40%,15.19 - 55.12,-16.61%,-,17.75,-,-12.90%,-54.74%,-,-,7.70,-,73.80%,64.25%,2.71,453,7.80,-56.60%,-92.10%,47.57,9.89% 12.72%,Yes,0.06,57.90%,-81.80%,0.64,28.10,Yes,0.06,Feb 26 AMC,-,1.34M,24.95,1.30,6.06%,-9.26%,-23.32%,"856,334",-11.21%
 ADRE,2020-04-07 23:19:31.154747,-,-,-,-,-,3.68%,-,-,-,-,-,-5.39%,-,-,-,-,-,-22.88%,-,-,-,-,-,-10.16%,-,-,-,-,-,-18.08%,-,-,-,-,28.52 - 46.11,-21.55%,0.62,-,-,-,-24.85%,-,1.79%,-,-,-,21.49%,1.71,-,-,-,-,48.93,2.23% 4.35%,No,-,-,-,0.54,34.16,Yes,-,-,-,15.63K,34.65,-,4.58%,-9.97%,-13.62%,"8,421",1.42%
 ADRO,2020-04-07 23:19:48.430744,-,-,-1.03,1.10%,79.80M,-9.12%,198.70M,-,-0.72,-9.29%,56.44M,-18.89%,-82.40M,-,-0.14,44.90%,5.98%,85.82%,17.30M,11.49,15.00%,0.12%,2.74,137.14%,0.81,3.07,4.00%,-25.40%,7.33,-38.97%,2.68,0.93,9.00%,-90.50%,0.90 - 4.59,111.02%,-,-,-30.40%,-133.70%,-45.75%,0.34,-,10.10,5.20%,-,176.33%,0.34,96,10.10,28.60%,-,47.11,10.97% 15.10%,Yes,0.00,27.30%,-,0.42,2.87,Yes,0.00,Mar 04,-,1.23M,2.49,2.20,-1.46%,-8.26%,54.67%,"515,976",-13.24%
 ADSK,2020-04-07 23:20:05.100535,S&P 500,154.90,0.96,0.10%,220.00M,-4.74%,32.71B,24.82,5.99,-2.49%,217.03M,-7.09%,214.50M,-,0.82,97.10%,2.38%,-20.69%,3.27B,9.99,327.80%,0.13%,2.26,0.77%,-0.63,-,40.53%,4.10%,210.38,-10.82%,8.38,17.74,-,-114.40%,125.38 - 211.58,-18.95%,-,24.02,23.40%,14.00%,-29.72%,1.65,-,0.80,5.40%,90.10%,18.60%,13.56,10100,0.80,22.00%,10.50%,45.26,6.24% 9.48%,Yes,-,165.60%,6.60%,0.92,152.32,Yes,-,Feb 27 AMC,0.00%,2.28M,148.70,2.20,-0.24%,-16.24%,-10.61%,"2,092,676",-2.38%
 ADTN,2020-04-07 23:20:18.364226,-,-,-1.11,1.30%,47.94M,14.06%,419.91M,54.07,0.16,2.35%,47.56M,23.90%,-53.00M,-,-0.10,92.20%,1.78%,-11.43%,530.10M,0.79,-127.20%,0.29%,2.46,-22.48%,7.94,1.10,500.00%,-8.80%,9.80,-38.27%,2.23,3.92,2.30%,-12.70%,4.80 - 17.81,-11.43%,0.36,-,-27.60%,-16.80%,-50.81%,1.04,4.11%,2.00,-3.40%,41.50%,82.50%,0.72,1790,2.80,-17.30%,-7.50%,63.28,7.26% 11.77%,Yes,0.06,7.00%,-10.00%,1.27,8.73,Yes,0.00,May 06 AMC,-,344.80K,8.76,2.70,27.60%,9.01%,-13.50%,"438,171",0.34%
 ADUS,2020-04-07 23:20:34.334554,-,52.07,1.51,1.00%,14.99M,15.99%,1.18B,26.61,2.95,-90.74%,14.99M,11.33%,20.50M,3.47,0.69,-,3.36%,-18.34%,598.60M,1.96,20.50%,0.03%,3.21,-3.84%,34.14,2.30,22.49%,4.60%,96.38,19.69%,15.98,4.91,15.00%,6.10%,43.13 - 104.56,-19.35%,-,101.32,6.80%,6.80%,-25.01%,0.27,-,5.10,14.30%,27.10%,81.82%,7.20,4875,5.10,23.30%,4.70%,55.82,7.89% 13.71%,Yes,0.13,32.60%,3.30%,1.94,79.16,Yes,0.13,Feb 27 AMC,0.00%,156.71K,78.41,1.40,20.53%,-4.05%,-7.28%,"304,068",-0.95%
 ADVM,2020-04-07 23:20:50.821742,-,-,-1.01,0.50%,75.94M,0.92%,748.77M,-,-1.16,-18.29%,75.94M,-1.50%,-64.50M,-,-0.28,80.20%,13.77%,-12.82%,0.30M,2495.89,15.00%,0.50%,6.61,75.76%,2.69,3.67,-5.50%,-30.00%,17.17,79.60%,2.19,4.51,-,-36.60%,4.20 - 16.81,-14.41%,-,-,16.40%,-39.20%,-41.34%,2.21,-,9.10,-15.30%,-,134.76%,1.39,114,9.10,-100.00%,-,48.58,11.17% 15.81%,Yes,0.00,-16.80%,-,0.57,9.97,Yes,0.00,Mar 12 AMC,-,1.58M,9.86,2.10,0.21%,-14.55%,-6.61%,"902,034",-1.10%
 ADXS,2020-04-07 23:21:25.807112,-,-,-2.99,0.47%,58.74M,16.23%,36.18M,-,-0.55,-1.07%,58.74M,-15.98%,-37.30M,-,-0.15,18.90%,5.07%,-52.62%,1.20M,30.15,94.40%,81.97%,0.58,67.21%,0.80,0.77,8.30%,-73.60%,5.00,-84.41%,-,-,-,-86.00%,0.21 - 3.97,-28.18%,-,-,40.40%,-49.70%,-84.49%,3.69,-,9.30,83.60%,-,200.34%,0.07,35,9.30,-100.00%,-,49.72,9.75% 14.02%,No,0.00,-105.50%,-,0.31,0.63,Yes,0.00,Mar 17 AMC,-,5.11M,0.62,2.00,9.83%,-19.55%,-13.39%,"1,561,258",-2.22%
 AEGN,2020-04-07 23:21:42.607541,-,-,-0.68,2.90%,34.60M,-19.13%,501.70M,9.46,1.53,0.50%,29.61M,-11.75%,-20.90M,-,0.04,99.60%,3.16%,-33.46%,1.21B,0.41,-746.00%,0.10%,7.53,-28.04%,13.91,1.04,15.70%,-2.10%,19.63,-23.04%,1.88,7.73,15.00%,-4.80%,13.26 - 23.65,-35.18%,-,10.03,5.40%,0.60%,-38.68%,1.65,-,1.70,-1.80%,20.30%,9.35%,1.54,4900,1.90,-7.30%,0.90%,42.28,9.59% 10.42%,Yes,0.65,-671.70%,-1.70%,2.05,15.22,Yes,0.57,Feb 26 AMC,-,124.45K,14.50,3.00,-6.23%,-22.63%,-27.82%,"255,195",-4.73%
 AEHR,2020-04-07 23:22:00.584375,-,-,-0.15,2.30%,28.00M,-20.36%,37.24M,6.65,0.20,-18.34%,20.35M,-18.90%,-3.30M,-,0.06,25.00%,0.97%,-31.44%,22.80M,1.63,-,3.21%,1.77,-25.70%,0.70,1.90,100.00%,-17.80%,3.00,-24.43%,-,-,20.00%,-26.70%,1.10 - 2.78,-33.50%,-,-,-53.70%,-32.40%,-52.16%,0.84,-,1.70,1.40%,40.00%,20.91%,0.18,79,3.30,16.90%,-17.70%,39.45,12.05% 14.01%,No,0.00,138.80%,-18.10%,0.36,1.33,Yes,0.00,Apr 02 AMC,-,111.77K,1.33,-,-6.75%,-28.34%,-23.18%,"40,039",0.00%
 AEIS,2020-04-07 23:22:15.098708,-,35.23,1.47,0.70%,40.28M,6.58%,2.08B,12.13,4.26,0.00%,37.48M,-5.19%,56.50M,3.52,0.66,-,3.52%,-27.36%,788.90M,2.64,-62.20%,0.00%,4.17,-6.93%,17.65,2.93,44.28%,5.40%,68.43,-5.42%,8.66,5.96,10.00%,9.90%,33.38 - 78.49,-27.42%,-,89.73,-2.80%,4.30%,-34.16%,1.62,-,2.00,16.50%,40.00%,54.82%,5.17,10917,2.70,119.40%,6.90%,51.39,7.65% 12.80%,Yes,0.50,-49.30%,8.20%,1.00,48.61,Yes,0.48,Feb 18 BMO,0.00%,315.71K,51.68,2.60,13.90%,-12.44%,-13.02%,"315,992",6.32%
 AEMD,2020-04-08 18:56:37.334830,-,-,-4.51,0.40%,9.61M,-15.13%,12.40M,-,-0.51,0.00%,9.01M,-52.57%,-6.20M,-,-0.16,12.00%,3.92%,52.86%,0.50M,24.79,25.90%,97.74%,0.16,-68.53%,1.36,0.95,84.90%,-191.50%,13.00,-91.04%,0.43,3.02,-,-325.80%,0.76 - 13.20,33.96%,-,-,37.00%,-176.40%,-90.08%,1.01,-,5.30,-32.40%,-,71.47%,0.31,6,5.30,-,-,36.52,12.63% 19.70%,No,0.00,83.00%,-,0.10,1.29,Yes,0.00,May 11 AMC,-,2.28M,1.31,2.00,-11.01%,-39.46%,-60.53%,"115,307",1.55%
 AERI,2020-04-08 18:56:52.337949,-,-,-4.39,2.00%,49.90M,-5.85%,634.23M,-,-1.28,-50.05%,39.94M,-12.34%,-199.60M,-,-0.76,-,28.99%,-49.28%,69.90M,9.07,21.30%,1.35%,11.54,-34.95%,3.66,3.47,51.30%,-55.90%,36.75,-72.52%,6.20,2.05,-,-110.30%,10.80 - 47.94,-47.41%,-,-,-17.10%,-52.70%,-70.34%,0.97,-,4.20,-,93.10%,31.67%,1.30,380,4.50,70.30%,-,49.67,9.16% 10.70%,Yes,1.13,-5.90%,-,0.51,12.71,Yes,1.13,Feb 20 AMC,-,1.00M,14.22,1.90,8.39%,-15.00%,-31.94%,"258,662",11.88%
 AESE,2020-04-08 18:57:06.608539,-,-,-0.90,3.90%,21.09M,14.02%,37.75M,-,-,0.00%,7.16M,-14.35%,-16.70M,-,-0.12,5.20%,4.35%,-28.92%,26.10M,1.45,53.90%,-,4.53,-63.76%,1.91,0.94,-,-16.10%,4.50,-82.43%,0.40,4.49,-,-18.40%,0.40 - 10.81,-31.15%,-,-,-,-26.80%,-83.25%,-,-,0.60,-,80.20%,352.62%,0.40,146,0.60,19.50%,-59.50%,50.14,16.81% 46.82%,No,0.31,-,-66.30%,0.30,1.79,Yes,0.00,Mar 16 AMC,-,68.65K,1.81,1.00,10.42%,-15.43%,-59.28%,"10,479",1.14%
 AEY,2020-04-08 18:57:20.925849,-,-,-0.44,0.90%,10.20M,0.91%,22.64M,-,-,-11.21%,4.50M,-17.78%,-4.50M,-,-,11.20%,5.26%,-7.50%,62.30M,0.36,25.70%,-,0.66,15.63%,2.68,0.83,-,-,7.60,64.44%,0.06,37.74,-,-,1.23 - 6.49,-9.76%,-,-,-51.30%,-13.40%,-65.49%,0.12,-,1.20,9.00%,17.60%,82.11%,0.33,185,2.10,105.90%,-,46.97,10.01% 12.83%,No,0.09,-42.70%,-,0.08,2.22,Yes,0.02,May 14 AMC,-,359.67K,2.24,-,1.36%,-22.64%,-0.88%,"13,971",0.90%
 AEZS,2020-04-08 18:57:47.278787,-,-,-0.36,0.60%,23.31M,38.67%,16.55M,-,-,0.00%,23.31M,2.94%,-6.00M,-,-,21.40%,0.97%,-26.82%,0.50M,33.10,-240.50%,4.61%,0.69,-27.90%,-0.12,-,-,-28.60%,4.50,-86.85%,0.33,2.12,-,214.90%,0.40 - 5.49,-21.98%,-,-,58.80%,628.40%,-87.61%,1.44,-,1.70,117.20%,22.90%,71.61%,0.09,11,1.90,-98.70%,-,53.26,25.33% 17.30%,Yes,-,83.90%,-,0.48,0.71,Yes,-,May 05 AMC,-,329.27K,0.68,-,29.38%,-16.44%,-49.91%,"79,825",-4.23%
 AFH,2020-04-08 18:57:59.222334,-,-,-8.63,6.00%,12.38M,-2.29%,4.11M,0.51,0.65,0.00%,10.70M,-36.12%,-102.90M,-,-,16.30%,0.54%,-33.16%,187.80M,0.02,-184.30%,-,0.36,-14.89%,0.36,0.92,0.00%,-22.50%,2.25,-80.91%,4.36,0.08,-,-,0.31 - 1.98,-23.03%,-,-,-63.90%,-260.50%,-83.18%,1.13,-,-,24.50%,-,9.18%,0.06,286,-,-25.60%,-47.70%,40.99,6.12% 17.48%,Yes,5.55,-140.00%,-54.80%,0.23,0.33,Yes,5.55,Apr 13 AMC,-,158.17K,0.33,3.00,-9.45%,-30.88%,-33.44%,"18,277",0.24%
 AFIN,2020-04-08 18:58:12.238798,-,-,-0.03,0.34%,115.22M,-6.88%,670.58M,-,-,0.00%,108.21M,-36.60%,-3.10M,-,0.26,46.60%,3.40%,-53.96%,299.70M,2.24,91.80%,0.00%,5.71,-58.69%,15.69,0.37,-,-0.10%,12.33,-44.73%,0.71,8.19,-,-0.20%,4.20 - 15.18,-56.11%,0.85,-,-9.10%,1.60%,-57.25%,-,14.60%,-,13.60%,73.80%,54.52%,0.95,-,-,1.50%,18.30%,42.48,13.46% 16.51%,No,0.98,64.70%,-1.00%,0.85,5.82,Yes,0.78,Feb 26 AMC,-,643.54K,6.49,2.70,1.20%,-34.64%,-47.32%,"273,847",11.51%
 AFINP,2020-04-08 18:58:23.643031,-,-,-0.03,-,-,-9.07%,-,-,-,-,108.00M,-28.79%,-,-,-,-,-,-35.18%,299.74M,-,-,-,-,-35.72%,15.53,1.05,-,-,-,-35.28%,-,-,-,-,6.81 - 26.15,-35.64%,1.88,-,-,-,-35.03%,-,11.57%,-,-,-,149.49%,2.24,-,-,1.50%,-,46.74,8.81% 23.36%,No,-,-,-,1.04,16.25,Yes,-,-,-,83.08K,16.99,-,8.52%,-20.78%,-30.42%,"43,605",4.55
 AFMD,2020-04-08 18:58:34.748363,-,-,-0.18,7.50%,79.11M,12.66%,140.82M,-,-0.65,0.00%,70.52M,-11.00%,-11.50M,-,-0.20,59.00%,6.42%,-28.51%,43.70M,3.22,53.40%,0.45%,5.08,-36.88%,0.39,4.56,-17.60%,-10.30%,6.39,-55.83%,1.05,1.70,-,-30.80%,1.42 - 4.26,-35.04%,-,3.05,22.80%,-43.60%,-52.70%,2.53,-,2.70,36.10%,-,41.90%,0.20,110,2.70,600.00%,-28.40%,55.19,12.71% 12.88%,Yes,0.17,8.30%,-26.40%,1.41,1.78,Yes,0.02,Apr 28 BMO,-,892.10K,2.02,1.60,21.61%,-7.78%,-24.20%,"630,686",13.20%
